orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps,ms
119.06,-5.44,8.13,-0.53,-1.33,-1.72,4.19,5.59,-5.92,3.19,4.33,4.22,-0.77,-1.46,9.66,28,7.61
120.06,-4.50,8.56,-0.64,-1.41,-2.00,3.53,6.11,-5.21,2.92,4.57,4.44,-0.60,-1.54,9.66,28,10.8
121.25,-3.56,9.06,-0.83,-1.52,-2.28,-5.02,-6.70,4.29,-5.45,-8.33,13.95,-0.43,-1.63,9.66,28,14.17
123.50,-1.56,10.06,-0.89,-1.38,-2.15,-16.93,-25.95,3.10,-17.20,-27.67,12.75,-0.19,-1.87,9.62,28,8.65
124.06,-1.13,11.00,-1.58,-0.56,-1.06,-5.85,-6.92,-4.27,-6.04,-8.79,5.35,-0.19,-1.87,9.62,28,10.52
124.00,-1.56,12.44,-2.61,0.76,0.13,4.15,1.49,-0.18,1.98,-3.16,7.31,-0.35,-2.36,9.51,28,9.63
123.81,-2.00,13.94,-2.77,0.75,0.43,-2.40,-1.77,-1.46,-2.76,-4.36,7.98,-0.35,-2.59,9.45,28,11.63
123.88,-2.06,15.31,-2.05,-0.32,-0.44,-2.18,-1.33,-1.52,-2.50,-4.11,7.87,-0.31,-2.78,9.39,28,12.99
124.25,-1.38,17.38,-1.66,-0.74,-0.43,2.13,2.54,-2.89,1.89,-0.39,6.45,-0.24,-2.93,9.35,28,9.95
124.56,-0.44,17.88,-0.89,-1.55,-0.83,2.49,3.31,-2.74,2.41,0.30,6.58,-0.07,-3.01,9.33,28,9.0
124.88,0.50,18.38,-0.89,-1.55,-0.83,2.12,3.97,-2.44,2.70,-0.15,7.55,0.27,-3.14,9.28,28,11.17
125.38,1.56,18.69,-0.56,-1.69,-1.11,4.46,3.55,-2.18,4.91,0.39,7.07,0.45,-3.16,9.26,28,11.03
126.38,3.50,18.81,0.03,-1.30,-1.11,3.95,1.61,0.43,4.56,-1.54,9.69,0.60,-3.15,9.26,28,9.31
126.38,3.50,18.81,0.25,-1.35,-1.20,3.80,2.34,1.81,4.56,-0.78,11.07,0.76,-3.12,9.26,28,10.99
127.50,5.38,18.31,0.55,-1.30,-1.30,3.47,0.71,-3.78,4.39,-2.35,5.48,1.05,-2.96,9.28,28,11.7
128.13,6.19,17.69,0.97,-1.09,-1.34,4.25,2.67,-3.89,2.66,-1.69,5.93,1.18,-2.83,9.31,28,11.01
128.75,6.88,16.88,1.33,-0.99,-1.34,2.15,1.85,-1.75,3.44,-0.81,7.59,1.29,-2.66,9.34,28,9.98
129.44,7.50,15.88,1.71,-0.73,-1.51,-0.17,3.31,-0.82,1.20,0.87,8.56,1.37,-2.44,9.39,28,11.0
130.38,8.06,14.56,2.46,-0.18,-2.34,2.00,2.44,-0.89,3.45,0.25,8.54,1.44,-2.19,9.44,28,21.22
133.00,8.75,11.19,2.91,0.03,-2.87,1.61,3.64,-0.22,3.11,1.76,9.27,1.50,-1.88,9.50,28,0.0
134.69,9.00,9.06,3.34,0.13,-3.26,1.97,1.38,-0.97,3.71,0.33,8.43,1.56,-1.13,9.61,28,11.0
136.44,9.19,6.69,3.67,0.21,-3.48,2.15,1.46,-1.18,2.89,0.90,8.10,1.57,-0.71,9.65,28,8.46
138.25,9.19,4.19,3.92,0.28,-3.51,1.31,1.62,-1.54,3.11,1.71,8.20,1.56,-0.27,9.67,28,11.6
139.94,9.13,1.63,4.14,0.31,-3.45,1.64,2.27,-1.64,3.17,2.45,8.03,1.53,0.17,9.68,28,14.2
143.19,8.81,-3.81,4.55,0.15,-3.22,2.29,2.43,-1.19,3.80,3.08,8.46,1.50,0.65,9.66,28,8.07
144.69,8.75,-6.75,4.80,-0.12,-3.04,2.40,2.13,-1.29,3.90,3.28,8.32,1.49,1.14,9.62,28,8.58
146.00,8.75,-9.75,5.01,-0.39,-2.78,1.87,3.00,-0.92,3.36,4.65,8.62,1.49,1.65,9.55,28,22.49
147.19,8.75,-12.88,5.14,-0.58,-2.49,1.97,3.56,-1.77,4.27,6.52,7.94,1.50,2.66,9.31,28,9.53
148.31,8.81,-15.94,5.19,-0.63,-2.28,3.02,3.39,-1.09,4.53,6.55,8.06,1.50,3.15,9.16,28,0.0
149.31,8.81,-19.00,5.18,-0.81,-2.08,2.82,4.27,-0.16,4.33,7.92,8.81,1.50,3.64,8.97,28,13.75
150.31,8.81,-22.06,5.14,-0.96,-1.98,2.98,3.99,-0.62,4.50,8.11,8.14,1.51,4.11,8.77,28,5.24
152.25,8.94,-28.06,5.04,-1.12,-1.86,3.08,3.83,-0.62,4.61,8.39,7.92,1.53,4.56,8.54,28,11.25
153.13,9.13,-31.00,4.93,-1.35,-1.64,3.68,3.70,-1.18,5.25,8.69,7.11,1.62,5.39,8.02,28,12.89
153.88,9.50,-33.88,4.81,-1.59,-1.32,3.75,3.80,-0.89,5.59,9.32,7.25,1.70,5.76,7.74,28,10.2
154.50,10.00,-36.63,4.72,-1.79,-0.97,3.88,3.55,-0.49,6.19,10.02,7.41,1.81,6.12,7.44,28,10.1
154.94,10.63,-39.38,4.66,-1.92,-0.67,4.38,3.89,-0.03,5.95,10.43,7.39,1.92,6.45,7.12,28,9.44
155.38,11.25,-42.13,4.51,-1.96,-0.42,4.24,3.97,0.90,6.27,10.74,7.70,2.02,6.76,6.80,28,13.73
156.13,12.44,-47.50,4.44,-1.94,-0.46,4.14,3.92,1.51,6.26,10.98,7.98,2.20,7.33,6.12,28,8.46
156.56,12.94,-50.13,4.37,-1.90,-0.52,3.78,4.27,1.97,5.98,11.61,8.09,2.26,7.59,5.76,28,9.22
157.00,13.31,-52.75,4.32,-1.82,-0.55,3.61,4.21,2.10,5.88,11.81,7.87,2.31,7.84,5.41,28,11.07
157.44,13.63,-55.38,4.28,-1.69,-0.53,3.33,3.42,2.35,5.69,11.49,7.41,2.36,8.06,5.05,28,14.0
157.75,13.88,-57.94,4.17,-1.43,-0.44,3.55,3.23,2.85,5.95,11.50,7.54,2.39,8.27,4.68,28,29.27
158.38,14.25,-62.88,4.09,-1.36,-0.43,3.39,2.65,3.17,5.81,11.11,7.49,2.41,8.46,4.32,28,2.01
158.63,14.38,-65.31,4.01,-1.34,-0.38,3.04,2.35,3.60,5.48,10.98,7.56,2.43,8.63,3.96,28,0.0
158.88,14.50,-67.69,3.92,-1.36,-0.29,2.78,2.24,4.15,5.41,11.22,7.88,2.49,8.91,3.24,28,14.9
159.13,14.69,-70.00,3.81,-1.38,-0.20,2.58,2.24,4.86,5.11,11.26,7.75,2.52,9.02,2.88,28,6.58
159.31,14.94,-72.25,3.51,-1.42,0.06,2.49,2.25,5.11,5.06,11.36,7.66,2.57,9.11,2.54,28,9.03
159.44,15.19,-74.38,3.51,-1.42,0.06,2.48,2.37,5.61,5.09,11.55,7.83,2.61,9.18,2.21,28,11.74
159.56,15.75,-78.31,3.12,-1.25,0.22,2.20,2.76,6.13,4.86,12.01,8.03,2.66,9.24,1.90,28,9.48
159.63,15.94,-80.13,2.93,-1.11,0.17,3.68,2.20,7.09,6.38,11.49,8.71,2.72,9.32,1.34,28,11.0
159.63,16.06,-81.75,2.74,-0.97,0.11,2.34,1.50,6.26,5.08,11.01,7.46,2.74,9.35,1.09,28,11.37
159.56,16.19,-83.31,2.49,-0.80,0.14,2.34,1.66,6.37,4.93,10.37,7.06,2.77,9.36,0.87,28,8.99
159.44,16.38,-84.63,2.24,-0.66,0.24,2.16,1.00,6.19,4.50,9.56,7.17,2.80,9.37,0.67,28,9.61
159.25,16.56,-85.81,1.85,-0.45,0.41,1.80,-0.21,6.77,4.65,9.15,7.27,2.84,9.37,0.49,28,12.69
158.63,17.06,-87.94,1.70,-0.37,0.45,1.48,-0.29,6.85,4.37,9.07,7.18,2.88,9.36,0.33,28,13.09
158.25,17.38,-88.88,1.57,-0.27,0.45,1.41,-0.19,7.05,4.34,9.16,7.24,2.92,9.35,0.18,28,6.71
157.88,17.56,-89.69,1.42,-0.14,0.40,1.12,-0.28,7.10,4.08,9.05,7.15,2.99,9.33,-0.06,28,11.65
157.50,17.75,-90.38,1.28,0.00,0.34,0.83,-0.23,7.22,3.66,9.43,7.33,3.02,9.32,-0.16,28,26.41
157.06,17.94,-91.00,1.03,0.30,0.17,0.43,0.06,7.58,3.47,9.38,7.33,3.03,9.32,-0.24,28,7.41
156.19,18.06,-91.94,0.89,0.44,0.07,0.30,0.26,7.87,3.35,9.58,7.55,3.04,9.31,-0.31,28,9.3
155.75,18.06,-92.19,0.73,0.57,-0.03,0.30,0.26,8.14,3.34,9.58,7.77,3.04,9.31,-0.36,28,1.85
155.31,18.00,-92.38,0.57,0.68,-0.11,0.45,0.32,8.41,3.44,10.32,8.16,3.02,9.32,-0.40,28,10.15
154.94,17.94,-92.50,0.37,0.77,-0.19,0.52,1.16,8.54,3.52,10.49,8.14,3.00,9.32,-0.39,28,10.99
154.56,17.81,-92.38,-0.05,0.95,-0.28,0.56,1.07,8.55,3.55,10.40,8.19,2.98,9.33,-0.36,28,32.66
153.88,17.56,-91.88,-0.30,0.99,-0.24,0.04,0.86,8.56,3.00,10.21,8.25,2.96,9.34,-0.30,28,12.52
153.50,17.50,-91.38,-0.54,1.01,-0.16,0.21,0.64,8.43,3.16,9.99,8.20,2.95,9.34,-0.23,28,1.03
153.13,17.44,-90.75,-0.79,0.99,-0.09,0.11,0.93,8.51,2.86,10.10,8.30,2.94,9.35,-0.01,28,5.63
152.81,17.44,-90.06,-1.02,0.95,-0.02,0.02,0.85,7.95,2.97,10.20,8.09,2.94,9.35,0.13,28,0.0
152.56,17.44,-89.19,-1.29,0.92,0.04,-0.04,1.09,7.81,2.91,10.43,8.10,2.95,9.34,0.29,28,9.68
152.25,17.50,-88.13,-1.55,0.90,0.10,-0.10,0.98,7.55,2.86,10.32,8.03,2.96,9.33,0.48,28,9.89
152.00,17.56,-87.00,-2.01,0.88,0.21,-0.01,1.28,7.43,2.96,10.60,8.12,2.98,9.31,0.69,28,24.01
151.56,17.75,-84.31,-2.20,0.89,0.23,-0.06,1.53,7.36,2.98,10.54,8.29,3.00,9.26,1.15,28,0.99
151.38,17.81,-82.88,-2.36,0.91,0.20,-0.02,1.27,7.13,2.98,10.68,8.50,3.00,9.22,1.40,28,13.51
151.25,17.81,-81.31,-2.51,0.93,0.15,-0.02,1.45,7.09,2.92,10.58,8.69,3.00,9.18,1.66,28,5.33
151.13,17.81,-79.69,-2.73,0.92,0.15,0.21,1.57,7.00,3.21,10.71,8.94,2.99,9.13,1.93,28,14.33
150.94,17.75,-76.31,-2.79,0.91,0.15,0.34,2.06,7.15,3.33,11.14,9.36,2.99,9.07,2.20,28,9.08
150.88,17.69,-74.56,-2.83,0.92,0.13,0.73,2.41,7.38,3.71,11.42,9.87,2.98,9.00,2.48,28,9.01
150.88,17.56,-72.75,-2.89,0.97,0.04,0.95,2.93,7.45,3.92,11.86,10.22,2.96,8.93,2.76,28,10.01
150.88,17.38,-71.00,-2.95,1.03,-0.04,0.97,3.01,7.51,4.05,11.92,10.71,2.89,8.75,3.33,28,11.63
150.88,17.13,-69.13,-2.99,1.08,-0.08,1.37,2.96,7.69,4.22,11.62,11.31,2.84,8.65,3.61,28,11.41
150.88,16.88,-67.31,-3.08,1.15,-0.06,1.46,3.17,7.95,4.26,11.72,11.86,2.80,8.54,3.90,28,11.13
150.81,16.25,-63.56,-3.08,1.18,-0.04,1.64,2.93,7.81,4.39,11.36,12.00,2.75,8.42,4.19,28,8.16
150.75,15.94,-61.63,-3.08,1.23,-0.04,1.72,3.27,8.71,4.42,11.57,13.18,2.63,8.16,4.74,28,22.53
150.69,15.56,-59.81,-3.05,1.31,-0.03,1.62,3.31,8.97,3.85,11.49,14.70,2.56,8.02,5.01,28,3.68
150.56,15.19,-57.94,-2.83,1.53,0.07,1.15,3.50,10.67,3.65,11.38,15.94,2.49,7.88,5.27,28,7.3
150.31,14.75,-56.19,-2.83,1.53,0.07,1.51,3.62,13.21,3.92,11.37,18.72,2.41,7.74,5.51,28,9.25
150.06,14.25,-54.56,-2.35,1.80,0.00,2.04,4.07,14.43,4.36,11.69,20.15,2.32,7.61,5.72,28,11.87
149.50,12.94,-51.69,-2.05,1.93,-0.18,2.65,5.09,15.22,4.85,12.60,21.13,2.04,7.41,6.08,28,9.46
149.31,12.00,-50.56,-1.78,2.06,-0.45,3.05,7.80,16.83,5.32,16.26,23.63,1.86,7.33,6.23,28,10.54
149.25,10.94,-49.56,-1.52,2.23,-0.73,3.46,8.92,17.39,5.67,17.31,24.01,1.64,7.27,6.37,28,9.01
149.31,9.63,-48.75,-1.28,2.40,-0.99,4.03,10.04,17.64,5.58,17.95,24.58,1.40,7.22,6.48,28,10.7
149.38,8.19,-48.06,-0.70,2.54,-1.40,5.70,11.66,18.46,6.85,18.86,25.02,1.14,7.19,6.56,28,11.47
149.81,5.19,-47.50,-0.20,2.35,-1.43,5.70,13.32,19.67,6.60,20.52,26.27,0.89,7.20,6.59,28,11.47
150.00,3.88,-47.75,0.54,2.07,-1.27,3.08,13.21,24.81,3.75,20.45,31.39,0.67,7.24,6.57,28,9.4
149.94,2.88,-48.88,2.06,1.88,-0.75,3.84,13.21,30.90,4.34,20.58,37.34,0.43,7.65,6.11,28,9.08
149.50,2.50,-51.31,4.48,1.22,0.12,3.83,11.76,29.51,9.05,17.54,30.05,0.48,8.05,5.57,28,10.76
148.75,2.81,-55.25,9.64,-0.91,1.32,8.23,8.28,19.31,8.87,16.81,24.11,0.63,8.52,4.79,28,10.35
147.56,5.00,-67.25,11.90,-2.05,1.64,0.52,-4.99,2.91,1.39,4.01,6.69,0.86,9.00,3.77,28,9.23
147.06,6.44,-74.75,13.36,-2.74,1.76,-2.11,-11.97,-2.14,-1.01,-2.56,0.40,1.10,9.40,2.55,28,12.98
146.63,7.69,-82.50,13.70,-2.91,1.74,-2.59,-12.77,-1.70,-1.28,-3.14,-0.44,1.48,9.69,-0.05,28,8.02
146.19,8.69,-90.31,13.64,-2.93,1.64,-2.38,-12.52,-0.09,-0.27,-2.11,-0.28,1.62,9.57,-1.36,28,13.31
145.75,9.50,-98.13,13.62,-2.92,1.60,-2.25,-11.78,2.55,-0.54,-2.50,-0.10,1.70,9.28,-2.65,28,21.38
145.19,10.00,-105.94,13.59,-2.94,1.56,-2.23,-11.17,3.87,-0.48,-2.34,-0.02,1.75,8.82,-3.89,28,9.01
143.88,10.25,-121.63,13.57,-2.94,1.54,-2.36,-10.64,5.22,-0.60,-2.43,0.16,1.70,7.45,-6.14,28,1.99
142.94,10.00,-129.50,13.55,-2.94,1.52,-2.19,-9.62,6.15,-0.69,-2.17,0.20,1.62,6.55,-7.10,28,10.12
349.56,9.50,-137.25,13.52,-2.95,1.49,-1.92,-7.70,8.31,-0.43,-2.15,0.37,1.49,5.55,-7.94,28,11.0
350.25,8.69,-145.00,13.50,-2.97,1.46,-1.90,-6.31,8.88,-0.58,-1.86,0.24,1.31,4.45,-8.63,28,21.77
350.94,7.69,-152.69,13.48,-3.00,1.40,-1.66,-5.36,9.75,-0.55,-2.09,0.58,1.11,3.27,-9.17,28,10.29
352.19,5.13,-167.94,13.44,-3.00,1.38,-1.46,-4.04,10.12,-0.58,-2.00,0.57,0.61,0.77,-9.75,28,0.12
352.75,3.56,-175.44,13.43,-3.01,1.35,-1.21,-2.70,10.55,-0.61,-1.87,0.84,0.32,-0.50,-9.78,28,12.99
353.31,1.88,177.06,13.43,-3.02,1.33,-0.65,-0.18,10.61,-0.62,-1.95,0.96,0.02,-1.76,-9.64,28,9.0
353.88,0.13,169.56,13.40,-3.04,1.29,-0.32,1.02,10.37,-0.60,-1.97,1.03,-0.28,-2.99,-9.33,28,11.03
355.00,-3.44,154.75,13.40,-3.05,1.28,0.00,2.26,9.92,-0.59,-1.90,1.06,-0.59,-4.17,-8.85,28,11.09
355.56,-5.25,147.31,13.38,-3.06,1.26,0.35,3.37,9.31,-0.52,-1.86,1.11,-1.20,-6.26,-7.44,28,15.22
356.13,-7.06,139.88,13.36,-3.07,1.25,0.67,4.39,8.55,-0.42,-1.74,1.07,-1.49,-7.15,-6.53,28,19.02
153.13,-8.75,132.38,13.36,-3.08,1.23,1.34,6.19,6.58,-0.42,-1.72,1.07,-1.76,-7.91,-5.51,28,0.05
152.19,-10.31,124.81,13.36,-3.12,1.19,1.60,6.84,5.45,-0.40,-1.69,1.05,-2.00,-8.53,-4.39,28,11.38
150.94,-13.06,109.56,13.34,-3.13,1.17,1.84,7.38,4.24,-0.37,-1.61,1.05,-2.40,-9.30,-1.94,28,12.1
150.44,-14.19,101.81,13.33,-3.14,1.16,2.02,7.80,2.96,-0.38,-1.50,1.01,-2.54,-9.44,-0.66,28,10.03
150.00,-15.00,94.00,13.33,-3.16,1.14,2.15,8.03,1.66,-0.38,-1.31,1.02,-2.65,-9.42,0.63,28,11.24
149.69,-15.63,86.13,13.32,-3.17,1.12,2.35,8.02,-0.96,-0.36,-1.20,0.95,-2.71,-9.22,1.91,28,12.0
149.38,-16.00,78.25,13.29,-3.20,1.08,2.37,7.73,-2.22,-0.35,-1.13,0.94,-2.72,-8.87,3.16,28,11.01
148.81,-15.94,62.44,13.29,-3.22,1.06,2.37,7.26,-3.40,-0.32,-1.09,0.95,-2.69,-8.35,4.35,28,9.98
148.63,-15.50,54.56,13.27,-3.23,1.04,2.27,6.75,-4.55,-0.34,-0.94,0.92,-2.62,-7.70,5.47,28,11.41
148.38,-14.81,46.75,13.25,-3.25,1.02,2.19,6.02,-5.55,-0.32,-0.83,0.93,-2.35,-5.99,7.39,28,12.31
148.19,-13.88,39.00,13.22,-3.28,0.98,1.85,4.12,-7.29,-0.30,-0.85,0.87,-2.15,-4.97,8.16,28,23.92
147.88,-11.31,23.75,13.20,-3.29,0.95,1.64,3.01,-7.90,-0.28,-0.86,0.89,-1.92,-3.87,8.79,28,0.99
147.75,-9.75,16.25,13.17,-3.31,0.93,1.36,1.86,-8.41,-0.30,-0.83,0.86,-1.66,-2.70,9.27,28,7.98
147.63,-8.06,8.81,13.14,-3.32,0.91,1.09,0.60,-8.73,-0.28,-0.98,0.76,-1.07,-0.25,9.74,28,10.65
147.50,-6.31,1.50,13.12,-3.34,0.89,0.48,-1.97,-8.94,-0.27,-0.98,0.77,-0.75,0.98,9.72,28,10.68
147.38,-4.44,-5.75,13.07,-3.37,0.85,0.15,-3.19,-8.81,-0.27,-0.98,0.72,-0.43,2.21,9.54,28,10.71
147.31,-2.50,-13.00,13.07,-3.37,0.85,-0.19,-4.38,-8.50,-0.29,-0.99,0.69,-0.10,3.39,9.19,28,10.63
147.13,1.25,-27.44,13.04,-3.40,0.82,-0.50,-5.48,-8.15,-0.27,-0.96,0.53,0.22,4.52,8.69,28,13.86
147.06,3.13,-34.69,13.01,-3.42,0.80,-0.85,-6.53,-7.60,-0.27,-0.96,0.44,0.83,6.53,7.26,28,8.23
147.00,4.88,-41.94,12.98,-3.44,0.78,-1.11,-7.50,-6.82,-0.30,-0.98,0.37,1.11,7.38,6.36,28,11.1
147.00,6.50,-49.19,12.96,-3.46,0.76,-1.42,-8.36,-5.98,-0.35,-0.94,0.31,1.36,8.10,5.34,28,11.4
146.94,8.00,-56.56,12.94,-3.48,0.74,-1.94,-9.61,-3.95,-0.35,-0.91,0.29,1.59,8.69,4.24,28,10.2
146.94,10.38,-71.38,12.90,-3.52,0.69,-2.14,-10.07,-2.85,-0.36,-0.93,0.21,1.77,9.14,3.07,28,11.53
147.00,11.25,-78.81,12.88,-3.54,0.68,-2.30,-10.43,-1.74,-0.42,-1.00,0.09,2.02,9.57,0.60,28,11.44
147.06,11.88,-86.38,12.87,-3.56,0.66,-2.44,-10.57,-0.51,-0.43,-1.01,0.10,2.08,9.56,-0.65,28,13.6
147.13,12.25,-93.94,12.86,-3.59,0.65,-2.52,-10.57,0.76,-0.48,-1.01,0.10,2.09,9.38,-1.90,28,7.16
147.25,12.31,-101.44,12.83,-3.62,0.62,-2.56,-10.12,3.22,-0.50,-1.06,0.09,2.06,9.06,-3.12,28,11.09
147.69,11.63,-116.50,12.81,-3.64,0.60,-2.52,-9.72,4.39,-0.54,-1.13,0.09,1.98,8.59,-4.29,28,26.06
148.00,10.88,-124.00,12.81,-3.67,0.58,-2.44,-9.21,5.45,-0.58,-1.23,0.06,1.69,7.23,-6.39,28,7.78
148.44,9.88,-131.44,12.81,-3.68,0.57,-2.30,-8.54,6.48,-0.60,-1.39,0.06,1.48,6.38,-7.29,28,11.64
355.19,8.69,-138.81,12.79,-3.71,0.55,-1.86,-6.91,8.13,-0.62,-1.49,0.05,1.23,5.42,-8.07,28,4.25
356.06,5.63,-153.31,12.78,-3.71,0.53,-1.60,-6.07,8.79,-0.64,-1.69,0.06,0.96,4.38,-8.72,28,7.92
356.44,3.81,-160.44,12.77,-3.73,0.52,-1.34,-5.04,9.30,-0.69,-1.78,0.07,0.65,3.26,-9.22,28,14.32
356.88,1.88,-167.56,12.76,-3.74,0.51,-1.02,-3.96,9.61,-0.69,-1.86,0.04,-0.01,0.90,-9.76,28,6.98
357.25,-0.06,-174.69,12.77,-3.76,0.49,-0.35,-1.77,9.90,-0.71,-2.07,0.10,-0.36,-0.29,-9.79,28,14.72
357.63,-2.13,178.19,12.75,-3.79,0.47,-0.02,-0.63,9.88,-0.75,-2.12,0.22,-0.72,-1.49,-9.66,28,10.02
358.31,-6.38,164.06,12.73,-3.80,0.45,0.27,0.52,9.71,-0.81,-2.13,0.33,-1.08,-2.66,-9.37,28,15.57
358.69,-8.44,157.00,12.73,-3.84,0.42,0.59,1.66,9.39,-0.84,-2.12,0.46,-1.44,-3.78,-8.92,28,6.65
359.00,-10.44,149.81,12.73,-3.84,0.42,1.21,3.72,8.24,-0.88,-2.09,0.63,-2.10,-5.82,-7.60,28,9.41
359.38,-12.31,142.56,12.72,-3.89,0.38,1.55,4.57,7.65,-0.83,-2.12,0.90,-2.39,-6.69,-6.75,28,11.75
140.81,-15.69,127.81,12.68,-3.95,0.41,-6.18,-15.52,-9.61,-8.84,-22.98,-15.40,-2.66,-7.45,-5.78,28,8.94
143.13,-16.00,119.63,13.72,-3.18,-1.57,-21.99,-29.85,-18.60,-24.70,-38.04,-23.26,-2.70,-8.19,-4.66,28,22.29
147.56,-14.06,110.44,15.44,-2.55,-5.03,5.07,-13.03,-0.10,-9.87,-35.07,-4.63,-1.88,-9.41,-1.99,28,1.0
152.44,-11.06,101.94,14.72,-1.36,-6.06,-7.96,-25.93,9.19,-9.18,-35.63,8.39,-1.22,-9.69,-0.80,28,11.04
162.31,-2.75,89.56,9.25,0.16,-7.94,-11.75,-28.25,23.12,-12.22,-38.04,23.18,-0.47,-9.79,0.06,28,10.74
167.13,1.63,86.19,6.11,0.68,-7.98,-12.29,-22.34,26.23,-12.01,-32.12,26.87,0.28,-9.78,0.64,28,11.59
171.13,5.38,83.63,4.59,0.73,-6.84,6.93,-15.59,28.17,9.39,-11.95,38.92,1.41,-9.61,1.31,28,12.01
174.50,8.25,82.19,2.41,0.99,-5.38,15.56,16.55,38.06,17.31,6.99,39.32,1.75,-9.56,1.26,28,14.36
177.25,10.31,82.44,-3.31,0.37,-1.86,23.16,32.12,33.22,25.08,22.55,34.19,1.92,-9.56,0.96,28,7.44
178.81,11.31,84.19,-4.13,-0.61,-0.20,10.73,12.65,24.62,12.68,3.06,25.20,1.94,-9.59,0.57,28,10.51
178.38,11.31,88.63,-3.40,-1.59,0.29,3.83,-3.59,3.80,5.76,-13.21,4.03,1.84,-9.63,-0.07,28,11.63
176.38,10.81,90.44,-2.66,-3.33,0.93,-14.47,-12.20,0.29,-5.60,-13.49,20.37,1.72,-9.64,-0.40,28,17.76
173.63,10.13,92.38,-2.75,-4.25,1.16,-9.63,0.58,7.61,-8.04,-9.06,6.82,1.58,-9.64,-0.78,28,5.0
171.19,9.31,94.63,-3.30,-2.84,0.84,-4.54,2.44,14.62,-3.05,-7.18,13.48,1.48,-9.62,-1.13,28,8.19
167.88,8.25,98.44,-2.76,-2.40,0.40,-0.83,-5.37,8.63,0.58,-14.97,7.20,1.41,-9.59,-1.42,28,11.01
166.81,8.13,99.75,-2.11,-1.97,-0.02,2.04,-5.66,6.23,3.74,-17.55,4.49,1.39,-9.53,-1.81,28,10.63
166.19,8.13,100.75,-1.57,-1.34,-0.24,2.35,-8.01,6.30,4.16,-16.71,1.49,1.40,-9.51,-1.92,28,11.83
166.00,8.25,101.44,-1.15,-0.75,-0.35,2.75,-7.20,3.42,5.15,-15.13,0.81,1.43,-9.49,-2.00,28,10.93
166.13,8.38,101.94,-0.80,-0.26,-0.37,3.45,-4.32,1.89,4.92,-13.80,-0.15,1.46,-9.47,-2.04,28,9.03
166.63,8.63,102.19,-0.11,0.34,-0.05,3.30,-2.41,0.82,4.77,-11.88,-1.22,1.47,-9.47,-2.05,28,12.57
166.94,8.63,102.06,0.08,0.55,0.15,2.61,-0.71,0.37,4.08,-10.19,-1.66,1.45,-9.48,-2.01,28,10.71
167.19,8.50,101.94,0.13,0.69,0.30,1.08,0.54,0.67,2.10,-8.46,-0.88,1.42,-9.49,-1.99,28,10.43
167.44,8.38,101.81,0.09,0.73,0.47,0.67,1.02,1.11,1.93,-7.84,-0.06,1.38,-9.50,-1.98,28,9.83
167.56,8.06,101.75,-0.01,0.73,0.65,0.34,1.77,1.85,1.66,-7.73,-0.13,1.32,-9.51,-1.98,28,12.1
167.50,7.25,101.88,-0.28,0.63,0.98,0.29,1.54,1.91,1.53,-7.96,-0.08,1.24,-9.51,-2.00,28,11.23
167.31,6.69,102.06,-0.44,0.56,1.12,0.07,1.44,1.85,1.22,-8.07,-0.18,1.15,-9.52,-2.04,28,9.16
166.94,6.06,102.38,-0.61,0.46,1.26,-0.17,0.86,0.74,0.86,-8.65,-1.34,1.04,-9.52,-2.09,28,10.42
166.50,5.38,102.75,-0.78,0.33,1.38,0.31,0.96,0.10,0.88,-8.76,-2.43,0.79,-9.51,-2.24,28,10.95
165.88,4.63,103.25,-0.97,0.21,1.45,-0.30,1.16,-0.56,0.35,-8.33,-2.91,0.66,-9.49,-2.35,28,10.9
164.44,3.06,104.56,-1.31,0.00,1.44,-0.01,2.18,-0.41,0.51,-7.29,-2.88,0.53,-9.47,-2.47,28,11.0
163.69,2.31,105.44,-1.54,-0.03,1.42,-0.14,2.15,0.25,0.25,-7.28,-2.35,0.39,-9.44,-2.61,28,20.14
162.94,1.56,106.44,-1.76,-0.06,1.37,0.09,2.43,0.86,0.37,-6.96,-1.91,0.15,-9.35,-2.95,28,0.0
162.19,0.88,107.50,-1.95,-0.10,1.30,1.11,2.20,2.23,1.54,-7.49,-0.86,0.03,-9.28,-3.14,28,12.82
161.44,0.19,108.63,-2.21,-0.12,1.12,1.97,1.16,2.51,1.90,-8.06,-0.82,-0.06,-9.22,-3.33,28,10.05
160.69,-0.38,109.88,-2.21,-0.12,1.12,2.71,-0.88,-0.01,2.55,-10.02,-3.55,-0.16,-9.14,-3.54,28,9.25
159.13,-1.50,112.38,-2.24,-0.28,1.08,3.06,-1.14,-0.52,2.79,-10.20,-4.26,-0.26,-9.06,-3.74,28,10.72
158.00,-2.25,113.56,-2.05,-0.48,1.21,3.13,-0.23,1.39,0.91,-7.89,0.53,-0.51,-8.89,-4.08,28,12.43
156.88,-3.00,114.63,-1.98,-0.45,1.25,1.70,0.68,3.85,1.07,-8.13,-0.39,-0.63,-8.81,-4.25,28,9.17
155.81,-3.69,115.75,-1.95,-0.32,1.21,2.45,0.32,2.21,1.71,-8.40,-2.18,-0.74,-8.73,-4.40,28,10.61
154.81,-4.31,116.75,-1.81,-0.23,1.19,2.18,0.46,1.81,1.33,-8.18,-2.72,-0.85,-8.65,-4.53,28,13.14
