orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps,ms
8.69,66.94,-145.19,-3.71,-2.40,-6.19,-8.33,-3.22,3.10,0.46,-0.38,-0.15,8.80,2.83,-3.26,28,9.21
15.44,63.81,-138.94,-3.71,-2.40,-6.20,-8.07,-3.84,3.29,0.45,-0.36,-0.06,8.53,3.47,-3.35,28,14.35
29.13,57.00,-129.75,-3.70,-2.40,-6.19,-7.78,-4.43,3.34,0.44,-0.33,-0.06,8.22,4.09,-3.41,28,11.51
36.13,53.50,-126.13,-3.70,-2.40,-6.20,-7.44,-5.02,3.37,0.42,-0.31,-0.02,7.50,5.29,-3.44,28,9.09
43.06,49.94,-123.00,-3.69,-2.39,-6.20,-6.68,-6.14,3.48,0.40,-0.28,0.07,7.09,5.85,-3.41,28,12.65
50.00,46.31,-120.19,-3.69,-2.39,-6.20,-6.23,-6.64,3.43,0.40,-0.26,0.08,6.64,6.38,-3.35,28,10.04
56.88,42.63,-117.69,-3.68,-2.38,-6.20,-5.77,-7.14,3.38,0.39,-0.25,0.12,6.17,6.88,-3.26,28,11.05
70.38,35.31,-113.13,-3.67,-2.37,-6.20,-5.29,-7.60,3.33,0.37,-0.24,0.18,5.67,7.35,-3.14,28,21.69
76.94,31.63,-111.06,-3.67,-2.37,-6.21,-4.79,-8.02,3.22,0.33,-0.23,0.25,4.59,8.18,-2.82,28,11.83
83.31,27.94,-109.06,-3.66,-2.37,-6.21,-4.26,-8.41,3.08,0.33,-0.22,0.30,4.03,8.54,-2.63,28,0.0
89.56,24.25,-107.13,-3.66,-2.37,-6.21,-3.14,-9.10,2.70,0.30,-0.24,0.29,3.45,8.85,-2.40,28,12.74
101.50,16.94,-103.31,-3.66,-2.36,-6.22,-2.56,-9.36,2.45,0.29,-0.24,0.28,2.85,9.12,-2.16,28,9.23
107.13,13.25,-101.44,-3.65,-2.36,-6.23,-1.97,-9.59,2.20,0.27,-0.24,0.30,1.64,9.53,-1.60,28,15.79
112.63,9.63,-99.56,-3.64,-2.35,-6.23,-1.43,-9.86,1.94,0.21,-0.32,0.34,1.03,9.66,-1.29,28,6.02
117.88,6.00,-97.63,-3.64,-2.36,-6.23,-0.78,-9.98,1.67,0.19,-0.36,0.32,0.42,9.74,-0.97,28,10.41
123.00,2.44,-95.69,-3.63,-2.35,-6.24,0.38,-10.14,0.97,0.19,-0.35,0.34,-0.18,9.78,-0.63,28,11.75
132.63,-4.56,-91.63,-3.62,-2.35,-6.24,0.95,-10.17,0.66,0.16,-0.40,0.38,-0.78,9.77,-0.27,28,12.18
137.13,-8.06,-89.44,-3.62,-2.34,-6.24,1.55,-10.14,0.25,0.17,-0.43,0.34,-1.37,9.70,0.08,28,7.92
141.50,-11.44,-87.19,-3.61,-2.33,-6.24,2.08,-10.05,-0.11,0.12,-0.45,0.34,-2.51,9.44,0.84,28,10.76
145.69,-14.81,-84.88,-3.61,-2.32,-6.25,3.13,-9.78,-0.93,0.07,-0.55,0.29,-3.05,9.23,1.23,28,11.37
149.75,-18.13,-82.38,-3.60,-2.31,-6.25,3.61,-9.59,-1.30,0.03,-0.60,0.32,-3.57,8.98,1.62,28,23.33
157.50,-24.50,-76.94,-3.59,-2.30,-6.26,4.13,-9.35,-1.70,0.06,-0.66,0.31,-4.07,8.69,2.01,28,0.0
161.13,-27.56,-73.88,-3.59,-2.30,-6.26,4.58,-9.11,-2.06,0.04,-0.75,0.34,-4.53,8.35,2.40,28,35.54
164.69,-30.44,-70.63,-3.58,-2.29,-6.26,5.02,-8.80,-2.48,0.04,-0.87,0.27,-5.37,7.55,3.17,28,12.59
168.13,-33.25,-67.13,-3.56,-2.27,-6.26,5.88,-8.06,-3.25,0.13,-0.95,0.30,-5.74,7.10,3.55,28,11.99
174.69,-38.31,-59.31,-3.56,-2.27,-6.27,6.21,-7.62,-3.62,0.13,-1.00,0.29,-6.08,6.61,3.92,28,0.0
177.88,-40.56,-54.94,-3.55,-2.26,-6.27,6.56,-7.13,-3.95,0.18,-1.04,0.32,-6.37,6.09,4.27,28,9.35
180.94,-42.56,-50.19,-3.55,-2.26,-6.27,6.83,-6.61,-4.26,0.24,-1.14,0.30,-6.85,4.97,4.94,28,7.98
184.00,-44.31,-45.19,-3.53,-2.25,-6.28,7.29,-5.57,-4.90,0.26,-1.19,0.34,-7.02,4.38,5.25,28,0.49
186.94,-45.75,-39.81,-3.51,-2.24,-6.29,7.43,-5.01,-5.17,0.27,-1.25,0.37,-7.15,3.76,5.54,28,9.0
192.75,-47.63,-28.31,-3.50,-2.23,-6.29,9.74,-8.34,3.27,2.50,-5.20,9.09,-7.24,3.13,5.81,28,10.61
195.38,-48.56,-22.88,-3.16,-0.97,-6.06,-10.71,-32.24,33.45,-18.07,-29.71,39.42,-7.73,2.05,5.66,28,11.73
196.44,-52.06,-19.88,-3.02,5.19,-4.17,-25.73,-40.14,33.76,37.04,-13.26,10.03,-8.19,1.63,5.13,28,11.69
194.88,-56.69,-17.63,-6.06,8.28,-1.33,21.44,-11.10,-16.19,12.78,-9.73,-11.80,-8.66,1.37,4.38,28,10.76
193.38,-62.00,-17.38,-0.52,6.39,-3.23,-29.30,-27.21,-42.87,-38.26,-26.13,-39.02,-8.95,1.08,3.85,28,11.74
197.44,-66.75,-13.00,2.49,0.65,-3.43,-22.30,-32.98,-7.40,-31.31,-32.10,-3.63,-8.98,0.89,3.82,28,13.33
198.00,-66.38,-13.06,1.01,-0.72,-0.25,9.67,22.74,13.62,2.48,3.42,2.14,-9.01,1.07,3.70,28,9.52
198.50,-66.81,-16.19,2.91,1.07,0.94,-7.37,5.48,8.83,-16.42,6.83,12.35,-9.05,1.34,3.52,28,12.69
198.56,-67.31,-20.88,3.16,1.60,1.80,-2.82,-2.69,6.05,-11.88,-1.05,9.40,-9.06,1.64,3.35,28,9.3
198.31,-67.63,-26.13,2.56,1.79,2.13,-2.42,4.24,3.30,-11.51,6.15,6.45,-9.08,1.91,3.14,28,9.92
197.81,-68.31,-36.00,2.34,1.98,1.69,-1.88,3.60,3.63,-11.00,5.73,6.56,-9.11,2.13,2.92,28,14.7
197.69,-68.69,-40.63,2.18,2.10,1.45,-5.24,3.44,9.83,-12.91,3.05,8.94,-9.15,2.48,2.46,28,8.65
197.50,-69.00,-45.19,1.97,2.06,1.39,-3.75,0.56,6.48,-13.15,1.66,8.00,-9.16,2.66,2.23,28,10.83
197.19,-69.19,-50.00,1.91,2.06,1.52,-3.98,-1.00,5.76,-14.04,2.88,8.26,-9.15,2.86,2.01,28,10.28
196.81,-69.00,-54.81,1.87,1.63,1.88,-3.74,-2.84,5.90,-12.87,0.22,7.72,-9.13,3.06,1.82,28,10.22
195.88,-68.19,-63.00,1.63,1.33,1.70,-3.60,-0.64,3.95,-12.71,2.60,5.61,-9.10,3.24,1.65,28,12.84
195.56,-67.63,-65.94,1.47,1.03,1.52,-3.68,-1.35,2.80,-12.75,2.05,4.31,-9.07,3.40,1.51,28,9.54
195.19,-67.06,-68.25,1.31,0.68,1.41,-3.51,-2.03,2.66,-12.54,1.50,4.07,-8.98,3.68,1.33,28,10.96
194.88,-66.38,-70.06,1.18,0.37,1.46,-3.17,-2.23,0.75,-12.10,1.59,2.03,-8.93,3.83,1.27,28,11.66
194.50,-65.63,-71.50,1.03,0.03,1.68,-2.89,-2.49,0.94,-11.76,1.49,2.18,-8.87,3.99,1.23,28,11.88
193.50,-63.81,-73.69,0.94,-0.15,1.73,-2.72,-2.33,1.01,-11.52,1.82,2.23,-8.80,4.15,1.21,28,9.8
192.94,-62.81,-74.38,0.85,-0.29,1.72,-3.93,-1.67,1.57,-12.66,2.63,2.78,-8.72,4.30,1.20,28,21.43
192.50,-61.88,-74.75,0.72,-0.45,1.64,-3.85,-1.25,1.85,-12.54,4.26,3.16,-8.58,4.58,1.23,28,0.53
192.06,-61.06,-74.88,0.57,-0.56,1.44,-3.96,-0.31,1.93,-11.84,4.01,3.73,-8.52,4.68,1.27,28,12.89
191.75,-60.31,-74.81,0.28,-0.83,0.77,-4.76,0.75,1.69,-13.23,5.49,3.02,-8.47,4.74,1.32,28,9.1
191.63,-59.81,-74.38,0.28,-0.83,0.77,-3.15,-0.49,2.31,-11.60,4.28,3.70,-8.44,4.78,1.39,28,11.02
191.94,-59.25,-72.81,0.03,-1.03,0.09,-3.69,0.10,2.36,-12.12,4.89,3.84,-8.42,4.79,1.47,28,10.31
192.25,-59.13,-71.81,-0.01,-1.11,-0.11,-2.43,-1.90,2.47,-10.84,2.88,4.04,-8.41,4.75,1.66,28,9.78
192.63,-59.00,-70.69,-0.06,-1.18,-0.26,-2.56,0.84,2.66,-10.24,5.13,4.93,-8.40,4.72,1.76,28,14.09
193.13,-59.00,-69.44,-0.03,-1.24,-0.36,-1.83,0.40,3.16,-10.07,4.34,4.86,-8.39,4.70,1.87,28,8.78
193.63,-58.88,-68.25,0.05,-1.30,-0.35,-1.75,-0.34,2.68,-10.14,4.33,4.65,-8.38,4.68,1.97,28,10.61
194.69,-58.63,-66.06,0.24,-1.31,-0.27,-1.85,-1.26,3.12,-10.22,3.39,5.19,-8.37,4.66,2.06,28,12.89
195.19,-58.50,-65.00,0.15,-1.25,-0.30,-3.14,-1.27,3.38,-11.50,3.36,5.54,-8.35,4.60,2.25,28,10.37
195.69,-58.44,-63.94,0.01,-1.12,-0.41,-3.55,-0.19,3.93,-11.31,3.84,5.77,-8.36,4.56,2.33,28,10.27
196.13,-58.44,-62.88,-0.11,-0.99,-0.54,-2.95,-0.71,3.43,-10.84,3.93,5.64,-8.36,4.50,2.41,28,10.27
196.56,-58.56,-61.81,-0.21,-0.77,-0.63,-1.50,-0.31,2.19,-9.88,4.13,4.68,-8.37,4.45,2.48,28,47.36
197.38,-58.75,-59.88,-0.22,-0.72,-0.57,-1.01,0.77,3.25,-9.39,5.17,5.80,-8.38,4.39,2.55,28,0.46
197.75,-58.81,-59.00,-0.16,-0.64,-0.54,-1.62,1.52,5.44,-10.01,5.87,8.05,-8.40,4.30,2.65,28,10.24
198.13,-58.94,-58.31,-0.04,-0.51,-0.54,0.63,0.25,0.68,-7.37,5.93,5.45,-8.40,4.26,2.69,28,13.35
198.50,-59.00,-57.69,0.08,-0.51,-0.52,-0.80,0.82,1.26,-9.22,5.05,3.99,-8.41,4.22,2.72,28,9.1
199.50,-59.25,-56.50,0.13,-0.49,-0.61,-0.57,0.09,0.61,-9.00,4.27,3.38,-8.43,4.17,2.76,28,0.0
199.94,-59.38,-55.81,0.10,-0.47,-0.65,0.30,-0.03,-0.17,-8.13,4.09,2.62,-8.44,4.12,2.79,28,8.39
200.44,-59.56,-55.13,0.05,-0.50,-0.67,0.05,0.15,-0.12,-8.39,4.22,2.71,-8.45,4.07,2.83,28,0.64
200.88,-59.69,-54.38,-0.02,-0.51,-0.69,1.39,0.85,0.50,-7.22,5.61,3.54,-8.48,3.95,2.93,28,11.36
201.38,-59.81,-53.44,-0.04,-0.71,-0.78,0.51,0.91,1.08,-7.97,4.81,4.07,-8.49,3.89,2.99,28,11.9
202.50,-60.00,-51.44,0.04,-0.78,-0.74,-0.06,0.13,1.34,-8.56,3.96,4.39,-8.49,3.83,3.05,28,9.68
203.00,-60.00,-50.50,0.11,-0.77,-0.63,-0.34,-0.65,1.35,-8.83,3.12,4.46,-8.49,3.78,3.11,28,11.93
203.44,-59.94,-49.75,0.14,-0.70,-0.51,-0.36,-1.47,0.64,-8.17,2.69,3.82,-8.48,3.71,3.21,28,11.67
203.81,-59.94,-49.13,0.13,-0.64,-0.42,0.31,-1.02,0.61,-9.60,2.44,3.93,-8.48,3.69,3.25,28,11.44
204.13,-59.88,-48.56,0.01,-0.50,-0.25,-0.15,-1.74,0.72,-8.63,1.92,4.02,-8.47,3.66,3.29,28,8.53
204.31,-59.75,-48.00,-0.05,-0.44,-0.24,0.07,-0.37,0.63,-8.39,3.26,3.96,-8.46,3.64,3.33,28,10.66
204.63,-59.69,-46.94,-0.14,-0.45,-0.33,1.96,-0.04,-0.61,-6.50,3.57,2.75,-8.46,3.61,3.37,28,10.99
204.94,-59.69,-46.06,-0.24,-0.47,-0.58,0.87,0.67,-0.92,-7.59,4.23,2.50,-8.47,3.47,3.49,28,10.75
205.38,-59.81,-44.88,-0.36,-0.65,-0.85,1.26,0.68,-0.13,-7.94,2.80,3.03,-8.48,3.37,3.57,28,11.37
205.94,-59.88,-43.38,-0.38,-0.82,-1.06,0.54,-0.57,-0.53,-7.13,3.15,3.04,-8.49,3.27,3.65,28,10.02
206.50,-59.94,-41.75,-0.34,-0.93,-1.16,1.50,-0.07,-2.02,-6.98,3.08,1.72,-8.48,3.16,3.75,28,11.57
207.75,-59.88,-38.50,-0.28,-1.07,-1.08,1.10,-0.79,-2.44,-7.37,2.26,1.40,-8.48,3.06,3.84,28,11.36
208.38,-59.69,-37.00,-0.22,-1.13,-1.00,0.46,-0.55,-2.98,-8.00,2.42,0.96,-8.44,2.89,4.04,28,11.31
209.00,-59.50,-35.50,-0.19,-1.19,-0.93,0.58,-0.89,-2.74,-7.86,1.99,1.30,-8.42,2.81,4.14,28,10.0
209.50,-59.25,-34.13,-0.13,-1.17,-0.91,0.41,-0.75,-1.69,-7.71,1.47,2.20,-8.40,2.73,4.23,28,10.88
210.19,-59.00,-32.81,0.13,-1.10,-0.83,1.18,-0.19,-1.40,-7.20,2.48,2.92,-8.38,2.67,4.32,28,10.63
211.38,-58.44,-30.81,0.27,-1.04,-0.69,2.96,-0.74,-2.29,-5.39,1.88,2.10,-8.35,2.63,4.40,28,11.65
211.94,-58.19,-30.19,0.40,-0.89,-0.60,3.28,-1.04,-2.60,-5.05,1.54,1.85,-8.33,2.59,4.46,28,19.91
212.44,-58.00,-29.75,0.53,-0.66,-0.56,3.41,-0.98,-2.85,-4.90,1.59,1.64,-8.32,2.57,4.50,28,0.19
213.00,-58.00,-29.50,0.66,-0.40,-0.54,3.34,-0.78,-3.15,-5.06,1.82,0.90,-8.32,2.55,4.50,28,12.46
213.63,-58.06,-29.50,0.98,0.10,-0.57,3.29,-0.70,-3.91,-5.05,1.85,0.56,-8.34,2.55,4.47,28,11.59
214.94,-58.63,-29.94,1.14,0.32,-0.63,3.28,-0.57,-4.19,-5.08,1.97,0.22,-8.37,2.54,4.42,28,9.64
215.69,-59.06,-30.31,1.29,0.52,-0.70,3.26,-0.60,-4.56,-5.14,1.94,-0.21,-8.41,2.54,4.34,28,11.51
216.50,-59.63,-30.81,1.45,0.69,-0.78,3.20,-0.48,-4.65,-5.25,2.07,-0.87,-8.51,2.53,4.14,28,10.43
217.44,-60.25,-31.44,1.60,0.86,-0.85,3.26,-0.46,-5.01,-5.32,2.18,-1.10,-8.57,2.53,4.02,28,11.12
218.44,-61.00,-32.19,1.89,1.17,-0.91,3.14,0.09,-5.63,-5.50,2.62,-1.76,-8.64,2.52,3.87,28,11.42
219.44,-61.81,-33.13,1.89,1.17,-0.91,2.98,0.03,-5.99,-5.73,2.55,-2.28,-8.71,2.52,3.71,28,12.94
221.63,-63.63,-35.56,2.13,1.50,-0.85,2.96,0.23,-5.92,-5.82,2.76,-2.39,-8.79,2.53,3.53,28,8.46
222.75,-64.63,-37.19,2.23,1.64,-0.77,2.66,0.44,-6.02,-6.19,2.98,-2.68,-8.93,2.55,3.12,28,9.92
223.81,-65.63,-39.19,2.35,1.77,-0.67,2.50,0.52,-5.97,-6.48,3.13,-3.04,-9.00,2.57,2.90,28,14.38
224.88,-66.63,-41.56,2.48,1.88,-0.56,2.52,0.55,-5.95,-6.59,3.34,-3.44,-9.07,2.60,2.66,28,7.78
225.94,-67.63,-44.38,2.61,2.01,-0.47,1.84,1.17,-6.55,-7.28,3.81,-4.14,-9.13,2.63,2.40,28,10.67
227.00,-68.63,-47.63,2.84,2.27,-0.38,1.63,1.54,-6.62,-7.55,4.21,-4.49,-9.19,2.66,2.13,28,12.34
229.38,-70.56,-55.56,2.93,2.40,-0.39,1.22,1.73,-6.76,-8.79,4.68,-5.88,-9.30,2.70,1.53,28,12.14
230.56,-71.50,-60.31,3.00,2.51,-0.41,0.50,1.98,-7.42,-9.22,4.68,-6.33,-9.34,2.70,1.21,28,8.0
231.88,-72.38,-65.81,3.07,2.73,-0.41,0.12,1.97,-7.55,-9.34,4.66,-6.55,-9.38,2.69,0.88,28,12.31
233.19,-73.13,-71.81,3.08,2.83,-0.38,0.08,2.23,-7.34,-9.33,4.92,-6.80,-9.41,2.68,0.54,28,14.37
235.88,-74.13,-85.94,3.13,3.02,-0.30,-0.09,2.40,-7.38,-9.53,5.07,-7.19,-9.44,2.64,-0.17,28,9.55
237.25,-74.31,-93.81,3.16,3.11,-0.26,-0.62,2.52,-7.20,-10.06,5.17,-7.37,-9.43,2.61,-0.55,28,8.18
238.63,-74.13,-101.88,3.22,3.20,-0.19,-0.40,2.50,-7.14,-10.42,5.37,-7.92,-9.41,2.58,-0.93,28,10.98
240.06,-73.69,-109.81,3.39,3.34,0.03,-1.30,2.78,-6.84,-10.68,5.33,-8.15,-9.37,2.54,-1.31,28,12.09
243.00,-71.88,-124.25,3.46,3.41,0.17,-1.55,2.87,-6.77,-10.88,5.38,-8.48,-9.32,2.51,-1.71,28,10.21
244.56,-70.63,-130.38,3.51,3.47,0.30,-1.60,2.94,-6.55,-10.85,5.42,-8.66,-9.25,2.47,-2.10,28,10.74
246.06,-69.06,-135.81,3.55,3.54,0.42,-2.03,3.06,-6.76,-11.19,5.49,-9.27,-9.05,2.38,-2.91,28,10.39
247.63,-67.38,-140.63,3.58,3.62,0.52,-2.05,3.28,-6.40,-10.98,5.61,-9.72,-8.93,2.33,-3.31,28,12.01
249.25,-65.56,-144.88,3.62,3.76,0.71,-2.46,3.28,-6.80,-11.25,5.55,-10.52,-8.78,2.26,-3.71,28,12.14
252.69,-61.56,-151.88,3.62,3.82,0.78,-2.96,3.31,-6.70,-11.59,5.51,-10.82,-8.62,2.19,-4.11,28,9.82
254.50,-59.44,-154.81,3.59,3.86,0.84,-3.11,3.36,-6.42,-11.56,5.48,-10.93,-8.44,2.11,-4.51,28,10.86
256.31,-57.25,-157.50,3.56,3.88,0.89,-3.61,3.44,-6.18,-11.69,5.29,-11.33,-8.04,1.92,-5.26,28,11.1
258.25,-55.06,-159.88,3.50,3.87,0.93,-3.83,3.34,-5.73,-11.65,5.16,-11.35,-7.82,1.81,-5.62,28,11.24
260.31,-52.88,-162.06,3.37,3.80,1.00,-3.95,3.19,-5.28,-11.54,4.90,-11.24,-7.59,1.70,-5.96,28,10.78
264.69,-48.56,-165.88,3.30,3.73,1.01,-4.13,3.14,-4.68,-11.48,4.72,-10.97,-7.35,1.58,-6.28,28,10.42
267.06,-46.50,-167.56,3.24,3.64,1.00,-4.29,3.11,-4.23,-11.34,4.60,-10.67,-6.87,1.30,-6.87,28,11.4
269.69,-44.44,-169.19,3.19,3.53,0.99,-4.47,3.29,-3.80,-11.24,4.53,-10.53,-6.62,1.15,-7.13,28,11.15
292.31,-42.50,-170.75,3.13,3.41,0.95,-4.93,3.49,-2.83,-11.32,4.49,-10.20,-6.38,1.00,-7.37,28,13.68
293.38,-40.63,-172.25,3.06,3.27,0.91,-5.12,3.67,-2.40,-11.27,4.51,-9.99,-6.15,0.84,-7.58,28,7.54
295.25,-37.13,-175.00,2.82,2.97,0.82,-5.23,3.87,-1.96,-11.16,4.55,-9.74,-5.92,0.68,-7.78,28,10.67
296.13,-35.56,-176.25,2.68,2.81,0.76,-5.37,4.02,-1.19,-10.95,4.49,-8.84,-5.50,0.36,-8.11,28,11.18
296.88,-34.06,-177.44,2.52,2.64,0.69,-5.45,4.13,-0.73,-11.00,4.50,-8.41,-5.30,0.20,-8.24,28,9.98
297.63,-32.69,-178.56,2.37,2.46,0.61,-5.69,4.29,-0.17,-11.00,4.50,-8.41,-5.30,0.20,-8.24,28,12.84
298.25,-31.44,-179.63,2.23,2.28,0.54,-5.74,4.47,1.19,-10.69,4.38,-7.26,-4.94,-0.09,-8.46,28,11.47
299.38,-29.19,178.44,1.95,1.93,0.45,-5.90,4.62,1.53,-10.69,4.38,-7.01,-4.79,-0.23,-8.55,28,10.09
299.88,-28.25,177.56,1.82,1.75,0.41,-5.96,4.67,1.94,-10.43,4.52,-5.96,-4.51,-0.48,-8.69,28,12.14
300.38,-27.38,176.75,1.69,1.57,0.39,-5.91,5.01,2.72,-10.43,4.56,-5.73,-4.40,-0.60,-8.74,28,10.26
300.81,-26.63,176.00,1.56,1.40,0.36,-6.03,5.17,3.00,-10.57,4.63,-5.53,-4.29,-0.71,-8.78,28,9.96
301.19,-25.94,175.31,1.30,1.05,0.27,-6.23,5.40,3.54,-10.44,4.59,-5.27,-4.21,-0.81,-8.81,28,12.59
301.81,-24.94,174.13,1.18,0.88,0.24,-6.21,5.36,4.14,-10.35,4.45,-4.69,-4.07,-0.98,-8.86,28,11.82
302.13,-24.56,173.63,1.03,0.69,0.21,-6.47,5.57,4.48,-10.55,4.58,-4.38,-4.03,-1.05,-8.87,28,10.11
302.31,-24.25,173.19,0.88,0.53,0.19,-6.24,5.55,4.70,-9.99,4.59,-3.78,-4.00,-1.10,-8.88,28,10.01
302.50,-24.06,172.88,0.73,0.37,0.18,-5.83,5.78,5.27,-9.81,4.63,-3.60,-3.98,-1.15,-8.88,28,9.59
302.69,-24.00,172.56,0.44,0.05,0.12,-5.53,5.75,5.55,-9.51,4.56,-3.32,-3.98,-1.18,-8.88,28,11.53
302.88,-24.00,172.19,0.31,-0.10,0.07,-5.26,5.80,5.85,-9.25,4.59,-3.02,-3.99,-1.21,-8.87,28,11.78
302.88,-24.13,172.13,0.18,-0.24,0.02,-4.95,5.80,6.16,-8.97,4.57,-2.70,-4.01,-1.22,-8.86,28,10.67
302.88,-24.38,172.06,0.06,-0.37,-0.02,-4.73,5.80,6.16,-8.73,4.65,-2.63,-4.09,-1.22,-8.82,28,21.14
302.81,-24.63,172.06,-0.20,-0.59,-0.05,-4.34,5.90,6.32,-8.48,4.69,-2.48,-4.13,-1.21,-8.80,28,0.99
302.69,-25.31,172.31,-0.33,-0.68,-0.04,-4.27,5.88,6.37,-8.46,4.69,-2.41,-4.19,-1.18,-8.78,28,11.47
302.56,-25.69,172.50,-0.45,-0.75,-0.03,-4.20,5.81,6.39,-8.46,4.67,-2.36,-4.26,-1.14,-8.75,28,10.25
302.44,-26.19,172.81,-0.57,-0.82,-0.02,-4.17,5.80,6.39,-8.79,4.67,-2.54,-4.40,-1.04,-8.69,28,15.61
302.31,-26.63,173.13,-0.68,-0.88,-0.01,-4.47,5.68,6.12,-8.96,4.71,-2.54,-4.48,-0.97,-8.66,28,7.34
302.19,-27.19,173.56,-0.93,-0.99,0.02,-4.37,5.62,6.10,-8.94,4.72,-2.52,-4.56,-0.89,-8.63,28,11.04
301.88,-28.31,174.63,-1.05,-1.07,0.02,-4.60,5.65,6.05,-9.26,4.84,-2.54,-4.65,-0.80,-8.59,28,9.49
301.69,-28.94,175.19,-1.16,-1.16,0.00,-4.75,5.72,5.98,-9.50,5.01,-2.56,-4.85,-0.60,-8.49,28,11.25
301.50,-29.63,175.88,-1.27,-1.28,-0.02,-5.35,5.82,5.24,-10.32,5.33,-3.19,-4.97,-0.49,-8.43,28,13.82
301.25,-30.44,176.63,-1.51,-1.54,-0.06,-5.60,5.72,5.00,-10.70,5.35,-3.36,-5.09,-0.37,-8.36,28,7.61
300.94,-31.25,177.38,-1.64,-1.68,-0.08,-5.82,5.75,4.68,-11.06,5.50,-3.61,-5.23,-0.24,-8.29,28,11.35
300.19,-33.19,179.19,-1.77,-1.80,-0.08,-5.95,5.74,4.43,-11.33,5.63,-3.76,-5.37,-0.11,-8.20,28,9.25
299.81,-34.25,-179.75,-1.91,-1.93,-0.09,-6.31,5.87,4.17,-12.09,5.94,-3.97,-5.68,0.18,-7.98,28,14.1
299.44,-35.44,-178.63,-2.03,-2.05,-0.11,-6.46,5.55,4.11,-12.31,5.89,-3.74,-5.85,0.34,-7.85,28,8.09
299.00,-36.63,-177.44,-2.15,-2.19,-0.12,-7.04,5.27,3.91,-13.07,5.78,-3.80,-6.02,0.50,-7.71,28,10.87
298.50,-37.88,-176.19,-2.37,-2.39,-0.14,-7.24,5.19,3.84,-13.45,5.87,-3.71,-6.20,0.67,-7.56,28,11.28
297.50,-40.63,-173.44,-2.47,-2.48,-0.15,-7.34,5.07,3.64,-13.73,5.91,-3.74,-6.56,1.01,-7.20,28,10.98
296.94,-42.00,-171.94,-2.55,-2.56,-0.19,-7.74,5.01,3.30,-15.34,6.37,-4.08,-6.75,1.17,-7.01,28,10.8
296.31,-43.50,-170.44,-2.63,-2.64,-0.27,-8.59,5.19,2.92,-16.05,6.65,-4.29,-6.93,1.33,-6.79,28,66.91
273.81,-45.00,-168.88,-2.77,-2.75,-0.51,-9.35,5.34,1.83,-16.47,6.82,-4.73,-7.12,1.47,-6.57,28,2.98
269.00,-48.13,-165.69,-2.84,-2.80,-0.63,-10.34,5.71,1.92,-17.65,7.32,-4.41,-7.30,1.61,-6.33,28,14.31
266.81,-49.81,-164.06,-2.90,-2.86,-0.74,-10.49,5.36,1.92,-18.70,7.09,-3.58,-7.67,1.84,-5.81,28,9.53
262.94,-53.19,-160.63,-2.97,-2.97,-0.82,-13.54,5.36,1.46,-21.57,7.41,-3.78,-8.02,2.04,-5.25,28,11.0
259.50,-56.69,-156.69,-2.96,-3.11,-0.75,-14.55,5.47,1.09,-22.75,7.60,-3.84,-8.19,2.12,-4.94,28,0.0
258.00,-58.44,-154.50,-2.93,-3.19,-0.71,-15.41,5.34,0.54,-25.33,7.97,-3.92,-8.51,2.27,-4.30,28,1.0
256.56,-60.25,-152.06,-2.89,-3.28,-0.68,-16.81,5.69,0.37,-25.64,7.79,-3.81,-8.66,2.32,-3.95,28,20.92
255.38,-62.06,-149.50,-2.79,-3.37,-0.70,-16.98,5.46,0.14,-25.69,7.43,-3.47,-8.80,2.36,-3.60,28,0.0
254.38,-63.88,-146.69,-2.56,-3.59,-0.81,-17.09,4.64,0.39,-26.04,7.02,-2.84,-8.94,2.37,-3.23,28,9.62
253.00,-67.69,-140.19,-2.45,-3.66,-0.84,-18.15,3.67,1.09,-27.22,6.05,-1.76,-9.18,2.36,-2.47,28,1.99
252.44,-69.50,-136.31,-2.36,-3.69,-0.86,-18.37,3.76,0.98,-28.29,5.99,-1.72,-9.29,2.33,-2.09,28,9.51
252.06,-71.31,-131.94,-2.23,-3.71,-0.91,-19.00,3.66,0.36,-29.52,6.35,-2.28,-9.38,2.27,-1.70,28,10.78
251.88,-73.06,-126.81,-1.94,-3.82,-1.13,-20.69,4.08,-1.72,-30.15,6.28,-3.04,-9.46,2.20,-1.31,28,12.48
252.00,-76.38,-113.69,-1.80,-3.86,-1.28,-21.06,4.32,-2.23,-30.60,6.42,-3.16,-9.58,1.98,-0.54,28,10.51
252.31,-77.88,-105.19,-1.63,-3.81,-1.42,-20.88,4.33,-2.27,-30.47,6.31,-2.81,-9.62,1.84,-0.18,28,10.27
252.81,-79.06,-95.63,-1.38,-3.58,-1.54,-19.36,3.80,-1.91,-28.82,5.66,-1.75,-9.65,1.69,0.12,28,12.1
253.50,-80.00,-85.63,-0.53,-2.48,-1.90,-16.93,2.70,-1.54,-26.61,4.21,-1.17,-9.68,1.51,0.36,28,11.12
255.69,-81.69,-68.56,-0.09,-1.56,-2.08,-14.18,-0.93,1.72,-23.89,0.38,2.24,-9.70,1.31,0.51,28,10.94
256.94,-82.69,-64.13,0.04,-0.28,-2.11,-4.59,-2.21,6.61,-14.32,-1.09,7.15,-9.72,1.11,0.54,28,10.83
